Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Add Parameter,onee_to_spin,onee_to_spin,qiskit/chemistry/qmolecule.py/QMolecule,310,360,['The parameters [ mohij_B ] are added to the method onee_to_spin from the module qiskit/chemistry/qmolecule.py in class QMolecule'],254c57beb1bd79a0172029f7c4dadaf34a1c11e0
Add Parameter,twoe_to_spin,twoe_to_spin,qiskit/chemistry/qmolecule.py/QMolecule,343,398,['The parameters [ mohijkl_BB mohijkl_BA ] are added to the method twoe_to_spin from the module qiskit/chemistry/qmolecule.py in class QMolecule'],254c57beb1bd79a0172029f7c4dadaf34a1c11e0
Add Parameter,get_label,get_label,qiskit/aqua/components/neural_networks/discriminative_networks/discriminative_network.py/DiscriminativeNetwork,62,62,['The parameters [ x ] are added to the method get_label from the module qiskit/aqua/components/neural_networks/discriminative_networks/discriminative_network.py in class DiscriminativeNetwork'],26949ac70fc9cff80e633b0476c306d7809c8263
Add Parameter,train,train,qiskit/aqua/components/neural_networks/generative_networks/generative_network.py/GenerativeNetwork,77,77,['The parameters [ quantum_instance shots ] are added to the method train from the module qiskit/aqua/components/neural_networks/generative_networks/generative_network.py in class GenerativeNetwork'],26949ac70fc9cff80e633b0476c306d7809c8263
Remove Parameter,train,train,qiskit/aqua/components/neural_networks/generative_networks/quantum_generator.py/QuantumGenerator,292,323,['The parameters [ discriminator ] of the method train from the module qiskit/aqua/components/neural_networks/generative_networks/quantum_generator.py in class QuantumGenerator is/are removed'],26949ac70fc9cff80e633b0476c306d7809c8263
Add Parameter,run_algorithm_from_json,run_algorithm_from_json,qiskit_aqua_chemistry/aqua_chemistry.py/AquaChemistry,130,129,['The parameters [ backend ] are added to the method run_algorithm_from_json from the module qiskit_aqua_chemistry/aqua_chemistry.py in class AquaChemistry'],269d06efc2ce8f89fa023eb4bb1b8cb09b07af60
Add Parameter,run_algorithm_from_jsonfile,run_algorithm_from_jsonfile,qiskit_aqua_chemistry/aqua_chemistry.py/AquaChemistry,126,114,['The parameters [ backend ] are added to the method run_algorithm_from_jsonfile from the module qiskit_aqua_chemistry/aqua_chemistry.py in class AquaChemistry'],269d06efc2ce8f89fa023eb4bb1b8cb09b07af60
Add Parameter,eval,eval,qiskit_aqua/operator.py/Operator,734,771,['The parameters [ noise_model ] are added to the method eval from the module qiskit_aqua/operator.py in class Operator'],27b9b3c09c1175ee590c231f18fa5662d32008ab
Add Parameter,test_yahoo,test_yahoo,test/finance/test_data_providers.py/TestDataProviders,205,209,['The parameters [ tickers covariance similarity ] are added to the method test_yahoo from the module test/finance/test_data_providers.py in class TestDataProviders'],27bc883cf74386c6f6228b39c941069f32d75887
Rename Method,test_vqc_with_raw_feature_vector_on_wine,atest_vqc_with_raw_feature_vector_on_wine,test/test_vqc.py/TestVQC,265,266,['The method test_vqc_with_raw_feature_vector_on_wine from the module test/test_vqc.py in class TestVQC is renamed to atest_vqc_with_raw_feature_vector_on_wine'],2816b976ce11168380ff9f6c89856e27aefdf88e
Add Parameter,init_args,init_args,qiskit_acqua/qpe/qpe.py/QPE,154,163,['The parameters [ use_basis_gates ] are added to the method init_args from the module qiskit_acqua/qpe/qpe.py in class QPE'],282a8ea6d00c787b5bf02628e60e4d3c3f246d25
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae_wo_qpe.py/AmplitudeEstimationWithoutQPE,64,64,['The parameters [ likelihood_evals ] are added to the method __init__ from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/ae_wo_qpe.py in class AmplitudeEstimationWithoutQPE'],294d330622c6444dd50aa6344681ab1eb23e5b2f
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/single_sample/hhl/qpe.py/QPE,228,241,['The parameters [ ne_qfts ] are added to the method init_args from the module qiskit_aqua/algorithms/single_sample/hhl/qpe.py in class QPE'],299c59804219ad554680792974bd1530823d5eec
Change/Rename Parameter,logic_and,logic_and,qiskit/aqua/utils/boolean_logic.py,174,189,['The parameters [ clause_expr ] of the method logic_and from the module qiskit/aqua/utils/boolean_logic.py are changed/renamed to [signed_vars]'],29a3fa52b6a22a296c606f349f64e4a3bf1f2c9b
Change/Rename Parameter,logic_or,logic_or,qiskit/aqua/utils/boolean_logic.py,149,161,['The parameters [ clause_expr ] of the method logic_or from the module qiskit/aqua/utils/boolean_logic.py are changed/renamed to [signed_vars]'],29a3fa52b6a22a296c606f349f64e4a3bf1f2c9b
Remove Parameter,run_circuits,run_circuits,qiskit_aqua/utils/run_circuits.py,35,37,['The parameters [ max_circuits_per_job ] of the method run_circuits from the module qiskit_aqua/utils/run_circuits.py is/are removed'],29a5fc64b246b988c90a2cfaf3bceb90ffae44f1
Remove Parameter,test_group_subops,test_group_subops,test/aqua/operators/test_abelian_grouper.py/TestAbelianGrouper,55,62,['The parameters [ fast use_nx ] of the method test_group_subops from the module test/aqua/operators/test_abelian_grouper.py in class TestAbelianGrouper is/are removed'],2aae12b10a3411009a2802a077bb8c6c0365b6ad
Add Parameter,init_args,init_args,qiskit_acqua/dynamics/dynamics.py/Dynamics,160,168,['The parameters [ use_basis_gates ] are added to the method init_args from the module qiskit_acqua/dynamics/dynamics.py in class Dynamics'],2b64199a0860823a65633b97220fa0c5408b7138
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py/QSVMVariational,69,74,['The parameters [ minibatch_size ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py in class QSVMVariational'],2b7015978edfb9fd8891eac6c2a6d6701a86439f
Change Return Type,aux_operator_eigenvalues,aux_operator_eigenvalues,qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py/EigensolverResult,45,45,['The return type of method aux_operator_eigenvalues from the module qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py in class EigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,eigenstates,eigenstates,qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py/EigensolverResult,35,35,['The return type of method eigenstates from the module qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py in class EigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,eigenvalues,eigenvalues,qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py/EigensolverResult,25,25,['The return type of method eigenvalues from the module qiskit/aqua/algorithms/eigen_solvers/eigen_solver_result.py in class EigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,aux_operator_eigenvalues,aux_operator_eigenvalues,qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py/MinimumEigensolverResult,120,120,['The return type of method aux_operator_eigenvalues from the module qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py in class MinimumEigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,eigenstate,eigenstate,qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py/MinimumEigensolverResult,110,110,['The return type of method eigenstate from the module qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py in class MinimumEigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,eigenvalue,eigenvalue,qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py/MinimumEigensolverResult,100,100,['The return type of method eigenvalue from the module qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py in class MinimumEigensolverResult is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change Return Type,quantum_instance,quantum_instance,qiskit/aqua/algorithms/quantum_algorithm.py/QuantumAlgorithm,74,74,['The return type of method quantum_instance from the module qiskit/aqua/algorithms/quantum_algorithm.py in class QuantumAlgorithm is updated'],2be89c1cfd109ab6edb5be38710e999df52c6f7e
Change/Rename Parameter,get_subsystems_counts,get_subsystems_counts,qiskit_aqua/utils/subsystem.py,50,50,['The parameters [ entire_system_counts ] of the method get_subsystems_counts from the module qiskit_aqua/utils/subsystem.py are changed/renamed to [complete_system_counts]'],2ce8144ebd72fc692d2c288c02a74a1b34840d42
Change/Rename Parameter,__init__,__init__,qiskit/aqua/quantum_instance.py/QuantumInstance,48,48,['The parameters [ seed_mapper ] of the method __init__ from the module qiskit/aqua/quantum_instance.py in class QuantumInstance are changed/renamed to [seed_transpiler]'],2d84f854e3960240856b154044c673026ca79f0d
Remove Parameter,__init__,__init__,qiskit/aqua/input/linearsysteminput.py/LinearSystemInput,61,51,['The parameters [ auto_hermitian auto_resize ] of the method __init__ from the module qiskit/aqua/input/linearsysteminput.py in class LinearSystemInput is/are removed'],2e19036d794cd07f0739ef94f6f86a17420390a4
Rename Method,test_hhl_matrix_other_dim_sv,test_hhl_matrix_other_dim,test/test_hhl_matrices.py/TestHHL,64,73,['The method test_hhl_matrix_other_dim_sv from the module test/test_hhl_matrices.py in class TestHHL is renamed to test_hhl_matrix_other_dim'],2e19036d794cd07f0739ef94f6f86a17420390a4
Rename Method,test_hhl_random_non_hermitian_sv,test_hhl_non_hermitian,test/test_hhl_matrices.py/TestHHL,100,147,['The method test_hhl_random_non_hermitian_sv from the module test/test_hhl_matrices.py in class TestHHL is renamed to test_hhl_non_hermitian'],2e19036d794cd07f0739ef94f6f86a17420390a4
Add Parameter,_set_section_property,_set_section_property,qiskit_acqua_chemistry/parser/_inputparser.py/InputParser,1072,1072,['The parameters [ types ] are added to the method _set_section_property from the module qiskit_acqua_chemistry/parser/_inputparser.py in class InputParser'],2e4c1b6d56e36ea58589c2071dfcf4462469b299
Remove Parameter,get_kernel_matrix,get_kernel_matrix,qiskit/aqua/algorithms/many_sample/qsvm/qsvm.py/QSVM,200,199,['The parameters [ use_parameterized_circuits ] of the method get_kernel_matrix from the module qiskit/aqua/algorithms/many_sample/qsvm/qsvm.py in class QSVM is/are removed'],2ff9c4b8c4fe17f6ea0ae154bd784feac6e6e34f
Rename Method,evaluate_results,_evaluate_statevector_results,qiskit_aqua/algorithms/single_sample/ae/ae.py/AmplitudeEstimation,140,140,['The method evaluate_results from the module qiskit_aqua/algorithms/single_sample/ae/ae.py in class AmplitudeEstimation is renamed to _evaluate_statevector_results'],306ced560e267439dd534b1ba6d508ebec3aed52
Rename Method,Wine,wine_data,test/test_qnn.py,120,114,['The method Wine from the module test/test_qnn.py is renamed to wine_data'],3084c9d4876cdae0c24a1e0d7db799386d1f73e8
Change/Rename Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,44,44,['The parameters [ m ] of the method __init__ from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation are changed/renamed to [num_oracle_circuits]'],34420c7fb19abd175f7c0a363793a461f9c14d64
Rename Method,construct_circuit,construct_expectation,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,302,302,['The method construct_circuit from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE is renamed to construct_expectation'],358874b825eec135a4c5316009e312c5129f01f6
Change Return Type,minimize,minimize,qiskit/aqua/components/optimizers/adam_amsgrad.py/ADAM,166,172,['The return type of method minimize from the module qiskit/aqua/components/optimizers/adam_amsgrad.py in class ADAM is updated'],35e63817f5ddf8aeb1b0bace04014fc967faadf7
Change Return Type,optimize,optimize,qiskit/aqua/components/optimizers/adam_amsgrad.py/ADAM,198,215,['The return type of method optimize from the module qiskit/aqua/components/optimizers/adam_amsgrad.py in class ADAM is updated'],35e63817f5ddf8aeb1b0bace04014fc967faadf7
Remove Parameter,set_discriminator,set_discriminator,qiskit/aqua/algorithms/adaptive/qgan/qgan.py/QGAN,257,261,['The parameters [ discriminator_net discriminator_optimizer ] of the method set_discriminator from the module qiskit/aqua/algorithms/adaptive/qgan/qgan.py in class QGAN is/are removed'],35f3666b0f5f92967b09c90e11168dd407c95f04
Rename Method,get_output,get_label,qiskit/aqua/components/neural_networks/discriminative_networks/classical_discriminator.py/ClassicalDiscriminator,202,202,['The method get_output from the module qiskit/aqua/components/neural_networks/discriminative_networks/classical_discriminator.py in class ClassicalDiscriminator is renamed to get_label'],35f3666b0f5f92967b09c90e11168dd407c95f04
Add Parameter,apply_cnu1,apply_cnu1,qiskit_aqua/utils/cnu1.py/CNU1Gate,31,32,['The parameters [ circuit ] are added to the method apply_cnu1 from the module qiskit_aqua/utils/cnu1.py in class CNU1Gate'],36d4977a08d3f489dab01fd250ece11cf7d5b6e0
Add Parameter,apply_cnu3,apply_cnu3,qiskit_aqua/utils/cnu3.py/CNU3Gate,33,35,['The parameters [ circuit ] are added to the method apply_cnu3 from the module qiskit_aqua/utils/cnu3.py in class CNU3Gate'],36d4977a08d3f489dab01fd250ece11cf7d5b6e0
Change/Rename Parameter,__init__,__init__,qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py/MaximumLikelihoodAmplitudeEstimation,45,45,['The parameters [ log_max_evals ] of the method __init__ from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/mlae.py in class MaximumLikelihoodAmplitudeEstimation are changed/renamed to [m]'],36e17ac18cd805b2915c908cd4f1b76f76c7abd1
Change Return Type,cals_matrix,cals_matrix,qiskit/aqua/quantum_instance.py/QuantumInstance,563,584,['The return type of method cals_matrix from the module qiskit/aqua/quantum_instance.py in class QuantumInstance is updated'],36ffb11a08669f04ff6f7d44741c76eec8afeb2c
Change Return Type,_maybe_split_qobj_by_gates,_maybe_split_qobj_by_gates,qiskit/aqua/utils/run_circuits.py,101,106,['The return type of method _maybe_split_qobj_by_gates from the module qiskit/aqua/utils/run_circuits.py is updated'],36ffb11a08669f04ff6f7d44741c76eec8afeb2c
Change Return Type,_safe_submit_qobj,_safe_submit_qobj,qiskit/aqua/utils/run_circuits.py,136,141,['The return type of method _safe_submit_qobj from the module qiskit/aqua/utils/run_circuits.py is updated'],36ffb11a08669f04ff6f7d44741c76eec8afeb2c
Change Return Type,_split_qobj_to_qobjs,_split_qobj_to_qobjs,qiskit/aqua/utils/run_circuits.py,81,85,['The return type of method _split_qobj_to_qobjs from the module qiskit/aqua/utils/run_circuits.py is updated'],36ffb11a08669f04ff6f7d44741c76eec8afeb2c
Change Return Type,find_regs_by_name,find_regs_by_name,qiskit/aqua/utils/run_circuits.py,43,45,['The return type of method find_regs_by_name from the module qiskit/aqua/utils/run_circuits.py is updated'],36ffb11a08669f04ff6f7d44741c76eec8afeb2c
Change/Rename Parameter,__init__,__init__,qiskit/aqua/components/optimizers/adam_amsgrad.py/ADAM,97,98,['The parameters [ snapshot_file ] of the method __init__ from the module qiskit/aqua/components/optimizers/adam_amsgrad.py in class ADAM are changed/renamed to [snapshot_dir]'],3794c7eeba6a157556849239d5ec1b63555cfc20
Add Parameter,init_args,init_args,qpe_hhl/rotation.py/C_ROT,113,128,['The parameters [ num_prec_qbits_inv_ev num_decimals_inv_ev ] are added to the method init_args from the module qpe_hhl/rotation.py in class C_ROT'],37cfbf904715ee195e4f0da9e4d9b252d3767791
Add Parameter,__init__,__init__,qiskit_aqua/quantum_instance.py/QuantumInstance,54,51,['The parameters [ noise_model ] are added to the method __init__ from the module qiskit_aqua/quantum_instance.py in class QuantumInstance'],388d22ab67d84bff9e7180fd1a98c8f8fdae324b
Add Parameter,compile_and_run_circuits,compile_and_run_circuits,qiskit_aqua/utils/run_circuits.py,108,108,['The parameters [ noise_config ] are added to the method compile_and_run_circuits from the module qiskit_aqua/utils/run_circuits.py'],388d22ab67d84bff9e7180fd1a98c8f8fdae324b
Remove Parameter,__init__,__init__,qiskit/aqua/quantum_instance.py/QuantumInstance,48,48,['The parameters [ run_config memory ] of the method __init__ from the module qiskit/aqua/quantum_instance.py in class QuantumInstance is/are removed'],38db267cd5816ec2294b89f1de178462e984bd6b
Remove Parameter,_reuse_shared_circuits,_reuse_shared_circuits,qiskit/aqua/utils/run_circuits.py,77,79,['The parameters [ backend_config ] of the method _reuse_shared_circuits from the module qiskit/aqua/utils/run_circuits.py is/are removed'],38db267cd5816ec2294b89f1de178462e984bd6b
Remove Parameter,compile_and_run_circuits,compile_and_run_circuits,qiskit/aqua/utils/run_circuits.py,155,164,['The parameters [ backend_config ] of the method compile_and_run_circuits from the module qiskit/aqua/utils/run_circuits.py is/are removed'],38db267cd5816ec2294b89f1de178462e984bd6b
Add Parameter,test_iqpe,test_iqpe,test/test_iqpe.py/TestIQPE,50,58,['The parameters [ simulator ] are added to the method test_iqpe from the module test/test_iqpe.py in class TestIQPE'],39df564c8091c72578641f2530b98b2fa6c485d2
Remove Parameter,__init__,__init__,qiskit/chemistry/components/initial_states/hartree_fock.py/HartreeFock,30,30,['The parameters [ num_qubits ] of the method __init__ from the module qiskit/chemistry/components/initial_states/hartree_fock.py in class HartreeFock is/are removed'],3a9d68020e388f1fe3972dbbaf834bd15074c02f
Remove Parameter,__init__,__init__,qiskit/chemistry/components/variational_forms/uccsd.py/UCCSD,51,51,['The parameters [ depth ] of the method __init__ from the module qiskit/chemistry/components/variational_forms/uccsd.py in class UCCSD is/are removed'],3a9d68020e388f1fe3972dbbaf834bd15074c02f
Add Parameter,__init__,__init__,qiskit/chemistry/drivers/gaussiand/gaussiandriver.py/GaussianDriver,42,45,['The parameters [ molecule basis hf_method ] are added to the method __init__ from the module qiskit/chemistry/drivers/gaussiand/gaussiandriver.py in class GaussianDriver'],3b6e407c7bddada42979059471450d202f97c599
Remove Parameter,set_credentials,set_credentials,qiskit/aqua/_ibmq_credentials_preferences.py/IBMQCredentialsPreferences,99,98,['The parameters [ url ] of the method set_credentials from the module qiskit/aqua/_ibmq_credentials_preferences.py in class IBMQCredentialsPreferences is/are removed'],3b89491261a1cf960167699624c98c68c90aec79
Add Parameter,setup_quantum_backend,setup_quantum_backend,qiskit_acqua/quantumalgorithm.py/QuantumAlgorithm,115,115,['The parameters [ noise_config ] are added to the method setup_quantum_backend from the module qiskit_acqua/quantumalgorithm.py in class QuantumAlgorithm'],3d743edd8173ac7383e7fbcaa24894bb320d231d
Add Parameter,test_bernsteinvazirani,test_bernsteinvazirani,test/test_bernsteinvazirani.py/TestBernsteinVazirani,30,30,['The parameters [ optimization_mode ] are added to the method test_bernsteinvazirani from the module test/test_bernsteinvazirani.py in class TestBernsteinVazirani'],3d96127f9c071841431a36537a4fa9d030369eb2
Add Parameter,test_grover,test_grover,test/test_grover.py/TestGrover,31,31,['The parameters [ optimization_mode ] are added to the method test_grover from the module test/test_grover.py in class TestGrover'],3d96127f9c071841431a36537a4fa9d030369eb2
Rename Method,value_to_estimator,value_to_estimation,qiskit_aqua/components/uncertainty_problems/european_call_expected_value.py/EuropeanCallExpectedValue,108,108,['The method value_to_estimator from the module qiskit_aqua/components/uncertainty_problems/european_call_expected_value.py in class EuropeanCallExpectedValue is renamed to value_to_estimation'],3e07a73a0f8a676367835e5224a1d6fa31888422
Rename Method,value_to_estimator,value_to_estimation,qiskit_aqua/components/uncertainty_problems/fixed_income_expected_value.py/FixedIncomeExpectedValue,107,107,['The method value_to_estimator from the module qiskit_aqua/components/uncertainty_problems/fixed_income_expected_value.py in class FixedIncomeExpectedValue is renamed to value_to_estimation'],3e07a73a0f8a676367835e5224a1d6fa31888422
Rename Method,value_to_estimator,value_to_estimation,qiskit_aqua/components/uncertainty_problems/uncertainty_problem.py/UncertaintyProblem,39,39,['The method value_to_estimator from the module qiskit_aqua/components/uncertainty_problems/uncertainty_problem.py in class UncertaintyProblem is renamed to value_to_estimation'],3e07a73a0f8a676367835e5224a1d6fa31888422
Change/Rename Parameter,init_args,init_args,qiskit_acqua/svm/svm_variational.py/SVM_Variational,91,108,['The parameters [ max_trials ] of the method init_args from the module qiskit_acqua/svm/svm_variational.py in class SVM_Variational are changed/renamed to [optimizer]'],3e25100373c5f11dd6b8f8e43da3a9b148587d5e
Change/Rename Parameter,predict,predict,qiskit_acqua/svm/svm_variational.py/SVM_Variational,127,146,['The parameters [ theta_Best ] of the method predict from the module qiskit_acqua/svm/svm_variational.py in class SVM_Variational are changed/renamed to [theta_best]'],3e25100373c5f11dd6b8f8e43da3a9b148587d5e
Change/Rename Parameter,test,test,qiskit_acqua/svm/svm_variational.py/SVM_Variational,117,136,['The parameters [ theta_Best ] of the method test from the module qiskit_acqua/svm/svm_variational.py in class SVM_Variational are changed/renamed to [theta_best]'],3e25100373c5f11dd6b8f8e43da3a9b148587d5e
Remove Parameter,_optimization,_optimization,qiskit_acqua/utils/optimizers/spsa.py/SPSA,81,88,['The parameters [ SPSA_parameters ] of the method _optimization from the module qiskit_acqua/utils/optimizers/spsa.py in class SPSA is/are removed'],3e25100373c5f11dd6b8f8e43da3a9b148587d5e
Add Parameter,init_args,init_args,qiskit_acqua/utils/optimizers/spsa.py/SPSA,66,71,['The parameters [ parameters ] are added to the method init_args from the module qiskit_acqua/utils/optimizers/spsa.py in class SPSA'],3e25100373c5f11dd6b8f8e43da3a9b148587d5e
Remove Parameter,__init__,__init__,qiskit/aqua/components/multiclass_extensions/all_pairs.py/AllPairs,45,43,['The parameters [ estimator_cls params ] of the method __init__ from the module qiskit/aqua/components/multiclass_extensions/all_pairs.py in class AllPairs is/are removed'],3e31ed96d1dcef374c3a34dc2fdf2e710d3adc34
Remove Parameter,__init__,__init__,qiskit/aqua/components/multiclass_extensions/error_correcting_code.py/ErrorCorrectingCode,66,64,['The parameters [ estimator_cls params ] of the method __init__ from the module qiskit/aqua/components/multiclass_extensions/error_correcting_code.py in class ErrorCorrectingCode is/are removed'],3e31ed96d1dcef374c3a34dc2fdf2e710d3adc34
Remove Parameter,__init__,__init__,qiskit/aqua/components/multiclass_extensions/one_against_rest.py/OneAgainstRest,44,42,['The parameters [ estimator_cls params ] of the method __init__ from the module qiskit/aqua/components/multiclass_extensions/one_against_rest.py in class OneAgainstRest is/are removed'],3e31ed96d1dcef374c3a34dc2fdf2e710d3adc34
Rename Method,populate_problem_names,_initialize_problem_section,qiskit/aqua/parser/jsonschema.py/JSONSchema,86,86,['The method populate_problem_names from the module qiskit/aqua/parser/jsonschema.py in class JSONSchema is renamed to _initialize_problem_section'],3ef143469c1d37f77a8c6d5f170f387434085efc
Rename Method,test_saving_and_loading,atest_saving_and_loading,test/test_caching.py/TestCaching,106,108,['The method test_saving_and_loading from the module test/test_caching.py in class TestCaching is renamed to atest_saving_and_loading'],3ef143469c1d37f77a8c6d5f170f387434085efc
Rename Method,test_vqe_caching_direct,atest_vqe_caching_direct,test/test_caching.py/TestCaching,86,86,['The method test_vqe_caching_direct from the module test/test_caching.py in class TestCaching is renamed to atest_vqe_caching_direct'],3ef143469c1d37f77a8c6d5f170f387434085efc
Change Return Type,initial_point,initial_point,qiskit/aqua/algorithms/vq_algorithm.py/VQAlgorithm,96,90,['The return type of method initial_point from the module qiskit/aqua/algorithms/vq_algorithm.py in class VQAlgorithm is updated'],4073c892cb618efd8cb49803461f054975b813c0
Change Return Type,optimizer,optimizer,qiskit/aqua/algorithms/vq_algorithm.py/VQAlgorithm,86,80,['The return type of method optimizer from the module qiskit/aqua/algorithms/vq_algorithm.py in class VQAlgorithm is updated'],4073c892cb618efd8cb49803461f054975b813c0
Change Return Type,var_form,var_form,qiskit/aqua/algorithms/vq_algorithm.py/VQAlgorithm,76,70,['The return type of method var_form from the module qiskit/aqua/algorithms/vq_algorithm.py in class VQAlgorithm is updated'],4073c892cb618efd8cb49803461f054975b813c0
Remove Parameter,_compute_energy,_compute_energy,qiskit_aqua/algorithms/single_sample/qpe/qpe.py/QPE,203,203,['The parameters [ compute_eigenstate ] of the method _compute_energy from the module qiskit_aqua/algorithms/single_sample/qpe/qpe.py in class QPE is/are removed'],407975a994539a4503264c7f82dc4916037bb97d
Change/Rename Parameter,__init__,__init__,qiskit_aqua/components/oracles/sat.py/SAT,57,57,['The parameters [ cnf_str ] of the method __init__ from the module qiskit_aqua/components/oracles/sat.py in class SAT are changed/renamed to [dimacs_cnf]'],411bbf13957038d4c9252bb0cb09446ad43ed3ca
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/single_sample/hhl/hhl.py/HHL,133,158,['The parameters [ mode ] are added to the method init_args from the module qiskit_aqua/algorithms/single_sample/hhl/hhl.py in class HHL'],4194dfc7d6700098d82081326bae589783d7a7e1
Add Parameter,apply_cnu3,apply_cnu3,qiskit_aqua/utils/cnu3.py/CNU3Gate,33,33,['The parameters [ phi lam ] are added to the method apply_cnu3 from the module qiskit_aqua/utils/cnu3.py in class CNU3Gate'],4194dfc7d6700098d82081326bae589783d7a7e1
Add Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/single_sample/qpe/qpe.py/QPE,181,181,['The parameters [ measurement ] are added to the method construct_circuit from the module qiskit/aqua/algorithms/single_sample/qpe/qpe.py in class QPE'],419c5228433c57eda6b324780369c03039781e95
Add Parameter,commutator,commutator,qiskit/aqua/operators/legacy/common.py,387,387,['The parameters [ sign ] are added to the method commutator from the module qiskit/aqua/operators/legacy/common.py'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,evaluate_operators,evaluate_operators,qiskit/chemistry/algorithms/ground_state_solvers/ground_state_eigensolver.py/GroundStateEigensolver,112,112,['The return type of method evaluate_operators from the module qiskit/chemistry/algorithms/ground_state_solvers/ground_state_eigensolver.py in class GroundStateEigensolver is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,computed_dipole_moment,computed_dipole_moment,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,174,185,['The return type of method computed_dipole_moment from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Rename Method,computed_electronic_energy,computed_energies,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,86,86,['The method computed_electronic_energy from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is renamed to computed_energies'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,dipole_moment_in_debye,dipole_moment_in_debye,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,156,163,['The return type of method dipole_moment_in_debye from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Rename Method,electronic_energy,electronic_energies,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,77,76,['The method electronic_energy from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is renamed to electronic_energies'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,frozen_extracted_dipole_moment,frozen_extracted_dipole_moment,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,194,205,['The return type of method frozen_extracted_dipole_moment from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,magnetization,magnetization,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,240,254,['The return type of method magnetization from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,num_particles,num_particles,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,230,244,['The return type of method num_particles from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
Change Return Type,ph_extracted_dipole_moment,ph_extracted_dipole_moment,qiskit/chemistry/results/electronic_structure_result.py/ElectronicStructureResult,184,195,['The return type of method ph_extracted_dipole_moment from the module qiskit/chemistry/results/electronic_structure_result.py in class ElectronicStructureResult is updated'],41d9a152b598526fb309d4ec37d080e4c36d9996
